,Unnamed: 0,Market Demand,Ontario Demand,Ontario Price,Northwest,Northwest Temp,Northwest Dew Point Temp,Northwest Rel Hum,Northeast,Northeast Temp,Northeast Dew Point Temp,Northeast Rel Hum,Ottawa,Ottawa Temp,Ottawa Dew Point Temp,OttawaRel Hum,East,East Temp,East Dew Point Temp,East Rel Hum,Toronto,Toronto Temp,Toronto Dew Point Temp,Toronto Rel Hum,Essa,Essa Temp,Essa Dew Point Temp,Essa Rel Hum,Bruce,Bruce Temp,Bruce Dew Point Temp,Bruce Rel Hum,Southwest,Southwest Temp,Southwest Dew Point Temp,Southwest Rel Hum,Niagara,Niagara Temp,Niagara Dew Point Temp,Niagara Rel Hum,West,West Temp,West Dew Point Temp,West Rel Hum
697,2012-01-30 03:00:00,15043.458333333336,14297.625,23.454166666666666,539.25,-24.48,-26.79,80.91666666666667,1359.1666666666667,-14.775,-15.491666666666667,94.375,963.125,-7.946666666666667,-12.058333333333332,72.70833333333333,915.75,9.179999999999998,-8.29,49.82833333333334,4841.833333333333,-2.8833333333333333,-5.6000000000000005,81.375,869.9166666666665,-13.905,-15.321666666666667,89.375,74.08333333333333,-4.125,-7.808333333333333,75.66666666666667,43.03,-9.275,76.16666666666667,26.0,43.2,15.384166666666665,39.889166666666654,16.53,43.0,-9.615,71.54166666666667,26.54166666666667
698,2012-01-30 04:00:00,15177.541666666664,14360.125,23.04583333333333,536.4583333333334,-22.49666666666667,-24.605,82.91666666666667,1344.4583333333333,-14.871666666666664,-15.280000000000005,96.91666666666669,982.6666666666665,-8.733333333333334,-12.74,73.20833333333333,930.9166666666665,-20.864166666666666,-25.99083333333333,26.6575,4845.5,-3.191666666666667,-5.6466666666666665,83.0,879.7083333333335,-14.133333333333335,-15.38,90.54166666666669,76.66666666666667,-3.8466666666666667,-9.733333333333334,63.79166666666666,43.03,-9.74,73.54166666666667,25.54166666666667,43.2,6.495833333333334,56.12333333333334,17.047500000000007,43.0,-10.515,72.83333333333333,26.0
699,2012-01-30 05:00:00,15785.666666666664,14890.375,22.743333333333336,537.0,-19.915,-22.005,83.54166666666667,1346.375,-14.325,-14.808333333333332,96.16666666666669,1031.625,-10.058333333333332,-13.221666666666666,77.91666666666667,978.0,-32.01,-14.0625,27.589999999999996,4997.625,-3.025,-5.700000000000002,81.625,919.7916666666665,-15.533333333333333,-17.615,84.04166666666667,80.08333333333333,-4.083333333333333,-10.28,62.29166666666666,43.03,-10.175,71.16666666666667,25.45833333333333,43.2,13.500833333333333,49.16583333333333,31.675,43.0,-11.14,76.83333333333333,24.625
700,2012-01-30 06:00:00,17372.291666666668,16010.083333333336,23.379166666666666,537.9166666666666,-18.596666666666668,-21.071666666666673,81.16666666666667,1365.875,-14.14,-14.791666666666664,94.45833333333331,1135.4583333333333,-11.015,-13.921666666666667,79.45833333333333,1072.0,-32.49666666666666,-14.17,38.01500000000001,5399.333333333333,-2.655,-6.433333333333334,75.41666666666667,1011.8333333333335,-17.791666666666664,-21.066666666666666,75.16666666666667,86.33333333333331,-4.483333333333333,-9.533333333333337,67.75,43.03,-10.591666666666667,69.0,25.54166666666667,43.2,6.739999999999998,50.66,29.435,43.0,-11.53,83.125,21.625
701,2012-01-30 07:00:00,19315.666666666668,17434.916666666668,26.84833333333333,527.5416666666666,-17.35833333333333,-19.975,80.375,1371.875,-14.071666666666667,-14.900000000000004,93.16666666666669,1263.9583333333333,-11.866666666666665,-14.255,82.75,1180.5416666666667,-16.381666666666664,-27.37833333333333,46.8575,6034.708333333332,-2.6000000000000005,-7.346666666666665,70.0,1133.5416666666667,-17.946666666666665,-21.408333333333328,73.91666666666667,91.33333333333331,-4.700000000000001,-9.146666666666668,71.0,43.03,-10.791666666666664,69.0,24.54166666666667,43.2,7.964999999999999,89.055,28.63,43.0,-11.25,89.83333333333331,20.0
702,2012-01-30 08:00:00,20020.166666666668,18377.95833333333,30.45416666666667,521.3333333333334,-16.05,-18.175,83.83333333333333,1356.2916666666667,-13.800000000000002,-14.991666666666667,90.54166666666669,1317.9583333333333,-12.440000000000005,-14.246666666666668,86.45833333333331,1222.8333333333333,-10.205,-19.515833333333333,61.56583333333334,6539.333333333332,-2.646666666666667,-7.216666666666666,70.91666666666667,1200.75,-18.45833333333333,-21.715,75.45833333333333,91.58333333333331,-4.700000000000001,-9.2,71.0,43.03,-11.358333333333334,69.45833333333333,24.0,43.2,9.200833333333334,84.11083333333333,28.8325,43.0,-10.371666666666666,92.0,20.0
703,2012-01-30 09:00:00,19522.666666666668,18512.291666666668,26.33333333333333,527.25,-14.941666666666665,-16.696666666666665,86.45833333333331,1362.6666666666667,-13.755,-15.008333333333333,90.45833333333331,1296.875,-12.141666666666666,-14.346666666666666,83.79166666666667,1196.875,2.190833333333333,-13.853333333333332,61.606666666666676,6723.833333333332,-2.655,-6.496666666666667,74.75,1195.2916666666667,-17.764999999999993,-20.505,79.20833333333333,93.79166666666669,-4.4716666666666685,-10.025,65.5,43.03,-12.496666666666664,72.75,23.08333333333333,43.2,-7.539999999999999,75.08333333333333,23.0,43.0,-9.458333333333334,90.16666666666669,20.0
704,2012-01-30 10:00:00,19294.666666666668,18482.25,22.9325,520.3333333333334,-13.44,-15.183333333333335,86.54166666666669,1368.8333333333333,-13.608333333333334,-14.946666666666665,89.625,1270.2916666666667,-10.64,-14.125,75.875,1168.4583333333333,17.63,-16.529999999999998,41.4,6803.666666666668,-2.28,-6.315,73.875,1160.7083333333333,-14.65,-17.540000000000006,78.875,89.08333333333331,-4.155,-9.991666666666667,64.04166666666667,43.03,-12.008333333333333,76.0,22.45833333333333,43.2,-7.93,72.625,23.0,43.0,-8.15,86.625,18.625
705,2012-01-30 11:00:00,19426.45833333333,18458.70833333333,23.6175,511.41666666666674,-11.796666666666667,-13.59666666666667,86.45833333333331,1374.666666666667,-13.133333333333335,-15.091666666666667,85.25,1257.7083333333333,-9.090000000000002,-13.84666666666667,68.70833333333333,1144.0833333333333,15.641666666666666,-17.386666666666667,49.885,6834.458333333332,-1.4899999999999995,-7.258333333333333,64.875,1123.2916666666667,-12.241666666666667,-16.675,69.875,79.75,-3.7800000000000007,-9.671666666666667,64.04166666666667,43.03,-10.28,73.25,22.08333333333333,43.2,-8.383333333333333,69.16666666666667,23.0,43.0,-7.133333333333334,84.08333333333333,17.458333333333332
706,2012-01-30 12:00:00,19334.5,18344.416666666668,22.75833333333333,505.08333333333326,-10.65,-12.633333333333335,85.625,1366.625,-12.015,-14.696666666666667,80.625,1250.4166666666667,-8.096666666666666,-14.221666666666666,61.875,1117.625,19.69,-32.78333333333334,50.74166666666667,6845.541666666668,-0.8649999999999999,-7.9833333333333325,58.625,1113.4583333333333,-10.19,-16.04,62.25,77.33333333333333,-3.265,-9.966666666666667,59.75,43.03,-10.04,66.79166666666667,20.08333333333333,43.2,-8.83,64.70833333333333,23.0,43.0,-6.700000000000002,80.70833333333333,18.0
